UDI,Product_ID,Type,Air_temperature_K_,Process_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,Failure_Type
6486,D 4,L,300.6,309.8,1629,37.6,162,No Failure
6487,D 4,L,300.5,309.8,1939,21.4,164,No Failure
6488,SM 2,H,300.6,309.8,1541,36.2,166,No Failure
6489,D 4,L,300.7,309.8,1330,54.4,171,No Failure
6490,YH 128,M,300.7,309.8,1490,38.8,173,No Failure
6491,D 4,L,300.7,309.9,1383,44.5,176,No Failure
6492,D 4,L,300.8,310,1468,52.7,178,No Failure
6493,YH 128,M,300.8,309.9,1444,46,180,No Failure
6494,D 4,L,300.7,309.8,1363,53.1,183,No Failure
6495,D 4,L,300.6,309.7,1617,33.2,185,No Failure
6496,YH 128,M,300.6,309.8,1694,31.1,187,No Failure
6497,D 4,L,300.7,309.9,1815,27,190,No Failure
6498,D 4,L,300.8,309.9,1312,65.3,192,Overstrain Failure
6499,SM 2,H,300.8,309.9,2041,19.2,194,No Failure
6500,D 4,L,300.9,310,1671,26.8,199,No Failure
6501,YH 128,M,300.9,310,1416,46.6,201,No Failure
6502,YH 128,M,300.9,310,1600,36,204,No Failure
6503,D 4,L,300.9,310,2595,13.7,207,No Failure
6504,YH 128,M,300.9,309.9,1465,42.9,209,No Failure
6505,YH 128,M,301,310.1,1681,27.4,212,No Failure
6506,D 4,L,301.1,310.1,1457,39.6,215,No Failure
6507,SM 2,H,301,310.1,1454,44.1,217,No Failure
6508,D 4,L,301,310.1,1558,32.6,0,No Failure
6509,SM 2,H,301,310.1,1756,30.7,2,No Failure
6510,D 4,L,301.1,310.1,1564,36.8,7,No Failure
6511,D 4,L,301.1,310.2,1455,55.3,9,No Failure
6512,YH 128,M,301.2,310.1,2280,15.7,11,No Failure
6513,YH 128,M,301.1,310,1433,48.1,14,No Failure
6514,D 4,L,301.1,310,1513,38,17,No Failure
6515,D 4,L,301,309.9,1507,41.8,19,No Failure
6516,D 4,L,301,310,1480,43.5,21,No Failure
6517,SM 2,H,301.1,310,1470,40.1,23,No Failure
6518,D 4,L,301.1,310.1,1540,36.6,28,No Failure
6519,SM 2,H,301,310,1212,67.9,30,No Failure
6520,D 4,L,301.1,310.1,1417,46.9,35,No Failure
6521,YH 128,M,301.2,310.1,1666,34.9,37,No Failure
6522,D 4,L,301.1,310.1,1666,27.2,40,No Failure
6523,D 4,L,301.1,310.1,1489,45.8,42,No Failure
6524,YH 128,M,301.1,310.2,1850,27.7,44,No Failure
6525,D 4,L,301.1,310.4,1874,24.8,47,No Failure
6526,D 4,L,301.1,310.4,1312,73.6,49,Power Failure
6527,D 4,L,301.2,310.4,1515,38.4,51,No Failure
6528,D 4,L,301.2,310.4,1516,44.4,53,No Failure
6529,D 4,L,301.2,310.5,1546,40,55,No Failure
6530,D 4,L,301.3,310.6,1481,40.9,57,No Failure
6531,SM 2,H,301.3,310.6,1605,32.5,59,No Failure
6532,SM 2,H,301.2,310.7,1656,26.2,64,No Failure
6533,SM 2,H,301.2,310.6,1352,52,69,No Failure
6534,D 4,L,301.3,310.7,1504,47.2,74,No Failure
6535,D 4,L,301.3,310.6,1436,44.2,76,No Failure
6536,SM 2,H,301.2,310.5,1505,43.6,78,No Failure
6537,D 4,L,301.3,310.5,1406,47.1,83,No Failure
6538,YH 128,M,301.3,310.5,1481,39.7,85,No Failure
6539,D 4,L,301.4,310.7,1487,44.6,88,No Failure
6540,D 4,L,301.4,310.7,1436,54.1,90,No Failure
6541,YH 128,M,301.4,310.7,1368,63.7,92,Power Failure
6542,D 4,L,301.4,310.7,1509,38.3,95,No Failure
6543,D 4,L,301.4,310.8,1543,36.9,97,No Failure
6544,D 4,L,301.4,310.8,1698,29.6,99,No Failure
6545,YH 128,M,301.4,310.7,1470,46.5,101,No Failure
6546,YH 128,M,301.4,310.8,1738,30.3,104,No Failure
6547,YH 128,M,301.4,310.8,1530,39.9,107,No Failure
6548,D 4,L,301.4,310.8,1740,29.2,110,No Failure
6549,D 4,L,301.4,310.8,1770,24.1,112,No Failure
6550,SM 2,H,301.3,310.6,1527,44,114,No Failure
6551,D 4,L,301.3,310.7,1516,46,119,No Failure
6552,D 4,L,301.4,310.7,1616,36.5,121,No Failure
6553,D 4,L,301.4,310.7,1786,26.1,123,No Failure
6554,D 4,L,301.4,310.8,1389,52.7,125,No Failure
6555,YH 128,M,301.4,310.7,1639,29.8,127,No Failure
6556,SM 2,H,301.5,310.7,1394,46.7,130,No Failure
6557,D 4,L,301.5,310.7,1686,27.9,135,No Failure
6558,YH 128,M,301.5,310.6,1638,31.9,137,No Failure
6559,YH 128,M,301.5,310.6,1447,41.9,140,No Failure
6560,SM 2,H,301.5,310.6,1512,39,143,No Failure
6561,D 4,L,301.6,310.8,1961,21.8,148,No Failure
6562,D 4,L,301.5,310.7,1596,35.4,150,No Failure
6563,YH 128,M,301.5,310.7,1871,21.3,152,No Failure
6564,D 4,L,301.5,310.7,1942,20.5,155,No Failure
6565,D 4,L,301.4,310.6,1557,38.2,157,No Failure
6566,D 4,L,301.4,310.6,1550,36.8,159,No Failure
6567,D 4,L,301.3,310.6,1966,22.6,161,No Failure
6568,YH 128,M,301.3,310.6,1499,36.1,163,No Failure
6569,D 4,L,301.3,310.6,1521,36.3,166,No Failure
6570,YH 128,M,301.4,310.7,1375,42,168,No Failure
6571,D 4,L,301.4,310.6,1634,31.1,171,No Failure
6572,YH 128,M,301.3,310.6,1378,49.4,173,No Failure
6573,D 4,L,301.4,310.7,1428,53.7,176,No Failure
6574,YH 128,M,301.4,310.6,1855,25.3,178,No Failure
6575,D 4,L,301.4,310.6,1578,33,181,No Failure
6576,YH 128,M,301.4,310.5,1451,45.3,183,No Failure
6577,D 4,L,301.5,310.5,1644,34.9,186,No Failure
6578,D 4,L,301.4,310.4,1388,45.3,188,No Failure
6579,D 4,L,301.4,310.4,1543,40.9,190,No Failure
6580,D 4,L,301.3,310.4,1501,41.6,192,No Failure
6581,D 4,L,301.3,310.4,1507,39.1,194,No Failure
6582,D 4,L,301.4,310.4,1559,36,196,No Failure
6583,D 4,L,301.5,310.5,1528,35.7,198,No Failure
6584,YH 128,M,301.5,310.5,1503,38.2,200,No Failure
6585,D 4,L,301.5,310.5,1372,44,203,No Failure
6586,YH 128,M,301.5,310.5,1600,32.8,205,No Failure
6587,D 4,L,301.5,310.6,1453,44,208,No Failure
6588,YH 128,M,301.6,310.7,1813,24.6,210,No Failure
6589,D 4,L,301.6,310.7,1457,40.4,213,No Failure
6590,YH 128,M,301.6,310.6,1553,38.9,0,No Failure
6591,D 4,L,301.7,310.7,1763,25.9,3,No Failure
6592,D 4,L,301.7,310.7,2023,20.9,5,No Failure
6593,YH 128,M,301.6,310.7,1457,47.8,7,No Failure
6594,D 4,L,301.6,310.7,1679,29.5,10,No Failure
6595,D 4,L,301.6,310.6,2103,19.7,12,No Failure
6596,YH 128,M,301.5,310.7,1460,38.6,14,No Failure
6597,YH 128,M,301.5,310.7,1454,39.4,17,No Failure
6598,D 4,L,301.5,310.6,1481,46.8,20,No Failure
6599,D 4,L,301.5,310.7,1424,51.1,22,No Failure
6600,D 4,L,301.6,310.7,1494,39.5,24,No Failure
6601,YH 128,M,301.5,310.6,1424,47,26,No Failure
6602,YH 128,M,301.5,310.7,1347,47.9,29,No Failure
6603,D 4,L,301.5,310.6,1374,46.7,32,No Failure
6604,YH 128,M,301.5,310.6,1403,47.4,34,No Failure
6605,YH 128,M,301.5,310.6,1573,37.4,37,No Failure
6606,YH 128,M,301.6,310.6,1691,30.1,40,No Failure
6607,SM 2,H,301.5,310.5,1538,44.3,43,No Failure
6608,D 4,L,301.5,310.5,1556,39.1,48,No Failure
6609,YH 128,M,301.5,310.4,1593,36.8,50,No Failure
6610,D 4,L,301.5,310.4,1474,39.9,53,No Failure
6611,D 4,L,301.5,310.4,1543,34,55,No Failure
6612,SM 2,H,301.5,310.5,1587,33.8,57,No Failure
6613,D 4,L,301.6,310.6,1222,70,62,No Failure
6614,D 4,L,301.7,310.6,1513,41.1,64,No Failure
6615,D 4,L,301.7,310.6,1660,28.7,66,No Failure
6616,D 4,L,301.7,310.6,1545,42.1,68,No Failure
6617,YH 128,M,301.7,310.6,1380,45.8,70,No Failure
6618,D 4,L,301.6,310.6,1321,60.8,73,No Failure
6619,YH 128,M,301.6,310.6,1309,65.8,75,Power Failure
6620,YH 128,M,301.7,310.7,1627,31.3,78,No Failure
6621,YH 128,M,301.6,310.7,1791,23.8,81,No Failure
6622,YH 128,M,301.7,310.7,1861,21.8,84,No Failure
6623,D 4,L,301.7,310.7,1493,51.1,87,No Failure
6624,YH 128,M,301.7,310.7,1442,41.1,89,No Failure
6625,D 4,L,301.7,310.7,1532,39.8,92,No Failure
6626,YH 128,M,301.6,310.7,1421,44.4,94,No Failure
6627,D 4,L,301.6,310.6,1613,42.5,97,No Failure
6628,YH 128,M,301.7,310.6,1876,22.1,99,No Failure
6629,D 4,L,301.6,310.5,1593,34.5,102,No Failure
6630,D 4,L,301.6,310.5,1397,49.4,104,No Failure
6631,YH 128,M,301.6,310.5,1414,49.3,106,No Failure
6632,YH 128,M,301.5,310.4,1378,55.3,109,No Failure
6633,D 4,L,301.4,310.4,1301,51.2,112,No Failure
6634,YH 128,M,301.5,310.5,1737,29.3,114,No Failure
6635,D 4,L,301.5,310.5,1396,44.5,117,No Failure
6636,D 4,L,301.5,310.5,1534,39.3,119,No Failure
6637,YH 128,M,301.5,310.5,1774,25.5,121,No Failure
6638,SM 2,H,301.5,310.5,1453,48,124,No Failure
6639,D 4,L,301.5,310.5,1453,44.2,129,No Failure
6640,D 4,L,301.4,310.5,1380,48.4,131,No Failure
6641,D 4,L,301.4,310.4,1334,43.2,133,No Failure
6642,D 4,L,301.5,310.5,1702,28.7,135,No Failure
6643,D 4,L,301.6,310.6,1431,37.5,137,No Failure
6644,YH 128,M,301.5,310.5,1308,60.5,139,No Failure
6645,D 4,L,301.5,310.6,1565,43.9,142,No Failure
6646,YH 128,M,301.5,310.4,1486,39.6,144,No Failure
6647,D 4,L,301.5,310.5,1479,34.2,147,No Failure
6648,D 4,L,301.5,310.5,1927,22.4,149,No Failure
6649,D 4,L,301.5,310.4,1488,41.1,151,No Failure
6650,YH 128,M,301.5,310.4,1350,54.9,153,No Failure
6651,D 4,L,301.6,310.4,1561,35.3,156,No Failure
6652,YH 128,M,301.5,310.4,1276,55.6,158,No Failure
6653,SM 2,H,301.5,310.4,1580,35.7,161,No Failure
6654,YH 128,M,301.4,310.3,1610,29.1,166,No Failure
6655,D 4,L,301.4,310.3,2203,16.6,169,No Failure
6656,D 4,L,301.4,310.3,1639,32.7,171,No Failure
6657,YH 128,M,301.4,310.4,1553,44.7,173,No Failure
6658,D 4,L,301.4,310.3,1374,47.6,176,No Failure
6659,D 4,L,301.4,310.4,1430,50.9,178,No Failure
6660,D 4,L,301.3,310.3,1626,31.3,180,No Failure
6661,SM 2,H,301.4,310.5,1421,43.8,182,No Failure
6662,YH 128,M,301.3,310.4,1501,39.8,187,No Failure
6663,YH 128,M,301.3,310.4,2093,18.7,190,No Failure
6664,D 4,L,301.3,310.4,1504,47.2,193,No Failure
6665,D 4,L,301.3,310.4,1538,38.4,195,No Failure
6666,D 4,L,301.3,310.4,1440,41.5,197,No Failure
6667,D 4,L,301.3,310.4,1414,51.4,199,No Failure
6668,SM 2,H,301.4,310.5,1536,39.9,201,No Failure
6669,D 4,L,301.4,310.5,1476,39.2,206,No Failure
6670,D 4,L,301.4,310.5,1571,33.9,208,No Failure
6671,D 4,L,301.5,310.6,1998,20.2,210,No Failure
6672,D 4,L,301.5,310.6,1357,42.1,212,No Failure
6673,D 4,L,301.6,310.7,1424,50.5,214,No Failure
6674,D 4,L,301.6,310.7,1380,51.8,216,Overstrain Failure
6675,D 4,L,301.5,310.7,1618,35.5,218,No Failure
6676,D 4,L,301.5,310.6,1579,28,220,No Failure
6677,D 4,L,301.5,310.7,1423,44,222,No Failure
6678,D 4,L,301.5,310.7,1435,38.5,224,No Failure
6679,YH 128,M,301.5,310.7,1336,65.6,0,Power Failure
6680,D 4,L,301.6,310.8,1392,42.4,3,No Failure
6681,D 4,L,301.5,310.8,1417,49.7,5,No Failure
6682,D 4,L,301.4,310.7,1425,45.1,7,No Failure
6683,D 4,L,301.5,310.8,1512,38.9,9,No Failure
6684,D 4,L,301.5,310.9,1318,50.6,11,No Failure
6685,D 4,L,301.6,310.9,1538,40.4,13,No Failure
6686,D 4,L,301.6,310.9,1532,43.6,15,No Failure
6687,D 4,L,301.7,311,1715,24.8,17,No Failure
6688,D 4,L,301.7,311,1700,28.7,19,No Failure
6689,D 4,L,301.7,311,1548,40.3,21,No Failure
6690,D 4,L,301.7,311,1546,43,23,No Failure
6691,D 4,L,301.7,311,1343,49.2,25,No Failure
6692,YH 128,M,301.7,311,1510,47.8,27,No Failure
6693,YH 128,M,301.8,311,1839,23.6,30,No Failure
6694,YH 128,M,301.8,311,1756,26.7,33,No Failure
6695,YH 128,M,301.7,310.9,1300,62.7,36,No Failure
6696,YH 128,M,301.7,311,1311,55.8,39,No Failure
6697,D 5,L,301.7,310.9,1636,31.3,42,No Failure
6698,D 5,L,301.6,310.9,1643,34.1,44,No Failure
6699,D 5,L,301.6,310.8,1418,44.7,46,No Failure
6700,YH 128,M,301.7,310.8,1516,40.4,48,No Failure
6701,SM 2,H,301.6,310.9,1419,50.2,51,No Failure
6702,D 5,L,301.6,310.9,1623,34.1,56,No Failure
6703,YH 128,M,301.6,310.8,1664,32,58,No Failure
6704,YH 128,M,301.5,310.7,1744,28.2,61,No Failure
6705,YH 128,M,301.5,310.7,1510,36,64,No Failure
6706,YH 128,M,301.5,310.6,1382,58.1,67,No Failure
6707,D 5,L,301.4,310.6,1381,46.1,70,No Failure
6708,D 5,L,301.3,310.6,1556,39,72,No Failure
6709,YH 128,M,301.4,310.6,1464,37.4,74,No Failure
6710,D 5,L,301.4,310.6,1481,37.6,77,No Failure
6711,D 5,L,301.5,310.7,1323,49.7,79,No Failure
6712,D 5,L,301.5,310.7,1426,46.1,81,No Failure
6713,SM 2,H,301.4,310.7,1516,36.4,83,No Failure
6714,D 5,L,301.3,310.6,1416,45.2,88,No Failure
6715,D 5,L,301.3,310.6,1440,53.8,90,No Failure
6716,D 5,L,301.3,310.6,1576,30.4,92,No Failure
6717,D 5,L,301.3,310.6,1387,53.6,94,No Failure
6718,YH 128,M,301.4,310.6,1464,48.6,96,No Failure
6719,D 5,L,301.4,310.6,2137,18,99,No Failure
6720,YH 128,M,301.4,310.6,1431,40.6,101,No Failure
6721,D 5,L,301.3,310.6,1458,48,104,No Failure
6722,D 5,L,301.4,310.7,1280,61,106,No Failure
6723,D 5,L,301.4,310.7,1657,28.7,108,No Failure
6724,YH 128,M,301.4,310.6,1565,36.1,110,No Failure
6725,D 5,L,301.3,310.6,1560,36.8,113,No Failure
6726,YH 128,M,301.5,310.7,1359,47.1,115,No Failure
6727,D 5,L,301.5,310.8,1500,41,118,No Failure
6728,D 5,L,301.5,310.8,1785,25.5,120,No Failure
6729,D 5,L,301.5,310.9,1891,23.2,122,No Failure
6730,SM 2,H,301.5,310.9,1524,40.4,124,No Failure
6731,YH 128,M,301.6,311,1431,42.3,129,No Failure
6732,D 5,L,301.6,310.9,1385,51.2,132,No Failure
6733,D 5,L,301.7,311,1503,44.8,134,No Failure
6734,YH 128,M,301.7,311,1311,46.8,136,No Failure
6735,YH 128,M,301.6,310.9,1575,40.1,139,No Failure
6736,D 5,L,301.6,311,1485,40.1,142,No Failure
6737,D 5,L,301.7,311,1527,42.2,144,No Failure
6738,YH 128,M,301.7,311,1537,33.5,146,No Failure
6739,SM 2,H,301.8,311.1,1463,50.1,149,No Failure
6740,D 5,L,301.7,311.2,1482,43.6,154,No Failure
6741,D 5,L,301.8,311.2,1417,55.9,156,No Failure
6742,YH 128,M,301.7,311.1,1506,39.5,158,No Failure
6743,SM 2,H,301.7,311.2,1639,30,161,No Failure
6744,D 5,L,301.7,311.2,1418,38,166,No Failure
6745,YH 128,M,301.7,311,1298,58.1,168,No Failure
6746,YH 128,M,301.8,311.1,1395,44.6,171,No Failure
6747,YH 128,M,301.7,311.1,1578,40.5,174,No Failure
6748,YH 128,M,301.8,311.1,1597,29.8,177,No Failure
6749,SM 2,H,301.7,311,2016,19.3,180,No Failure
6750,D 5,L,301.7,311,1585,35.9,185,No Failure
6751,YH 128,M,301.7,311,1505,44,187,No Failure
6752,YH 128,M,301.7,311,1505,37.1,190,No Failure
6753,D 5,L,301.6,310.9,1706,29.5,193,No Failure
6754,D 5,L,301.6,310.9,1385,50.7,195,No Failure
6755,D 5,L,301.8,311.1,1495,36.9,197,No Failure
6756,YH 128,M,301.8,311.1,1663,31.6,199,No Failure
6757,D 5,L,301.8,311.2,1840,26.6,202,No Failure
6758,D 5,L,301.8,311.2,1822,26.2,204,No Failure
6759,D 5,L,301.7,311.1,1644,32.8,206,No Failure
6761,D 5,L,301.5,310.9,1451,40.6,0,No Failure
6762,D 5,L,301.5,310.9,1400,50.8,2,No Failure
6763,D 5,L,301.4,310.8,1362,53.2,4,No Failure
6764,YH 128,M,301.4,310.8,1782,26.5,6,No Failure
6765,D 5,L,301.4,310.9,1536,38.3,9,No Failure
6766,D 5,L,301.5,310.9,1580,32.3,11,No Failure
6767,YH 128,M,301.4,311,1427,43.2,13,No Failure
6768,D 5,L,301.3,310.9,1509,41.7,16,No Failure
6769,SM 2,H,301.3,310.8,1434,39.5,18,No Failure
6770,D 5,L,301.2,310.8,1392,52.6,23,No Failure
6771,YH 128,M,301.3,310.8,1509,40.1,25,No Failure
6772,YH 128,M,301.2,310.7,1962,22.5,28,No Failure
6773,D 5,L,301.3,310.7,1536,39.3,31,No Failure
6774,D 5,L,301.3,310.8,1381,47.9,33,No Failure
6775,SM 2,H,301.2,310.7,1747,27.3,35,No Failure
6776,D 5,L,301.2,310.6,1670,30,40,No Failure
6777,D 5,L,301.3,310.6,1451,47.5,42,No Failure
6778,D 5,L,301.2,310.7,1951,21.3,44,No Failure
6779,YH 128,M,301.3,310.7,1819,25.5,46,No Failure
6780,YH 128,M,301.3,310.8,1372,54.2,49,No Failure
6781,D 5,L,301.3,310.8,1560,38.5,52,No Failure
6782,YH 128,M,301.3,310.8,1494,35.3,54,No Failure
6783,D 5,L,301.3,310.8,1531,53.4,57,No Failure
6784,D 5,L,301.3,310.8,1450,46.9,59,No Failure
6785,YH 128,M,301.3,310.7,1391,52.5,61,No Failure
6786,D 5,L,301.2,310.6,1389,45.3,64,No Failure
6787,D 5,L,301.2,310.6,1409,50.9,66,No Failure
6788,SM 2,H,301.1,310.6,1388,58.5,68,No Failure
6789,YH 128,M,301.1,310.6,1410,43.9,73,No Failure
6790,YH 128,M,301.1,310.5,1646,30.7,76,No Failure
6791,YH 128,M,301.1,310.7,2219,16.7,79,No Failure
6792,D 5,L,301.2,310.7,1551,41.2,82,No Failure
6793,D 5,L,301.2,310.6,1811,24,84,No Failure
6794,D 5,L,301.3,310.7,1608,31.4,86,No Failure
6795,D 5,L,301.3,310.8,1428,55.2,88,No Failure
6796,D 5,L,301.4,310.8,1477,50.4,90,No Failure
6797,YH 128,M,301.3,310.7,1300,58.3,92,No Failure
6798,YH 128,M,301.2,310.7,1615,34.9,95,No Failure
6799,D 5,L,301.2,310.7,1676,32.4,98,No Failure
6800,YH 128,M,301.1,310.7,2636,12.2,100,Power Failure
6801,YH 128,M,301.1,310.6,1310,48.8,103,No Failure
6802,D 5,L,301.1,310.7,1334,48.2,106,No Failure
6803,YH 128,M,301.1,310.7,1621,31,108,No Failure
6804,YH 128,M,301.1,310.7,1367,43.4,111,No Failure
6805,D 5,L,301,310.6,1588,33.7,114,No Failure
6806,YH 128,M,301,310.7,1497,37.6,116,No Failure
6807,D 5,L,301.1,310.8,1608,32.9,119,No Failure
6808,D 5,L,301,310.8,1549,41.4,121,No Failure
6809,D 5,L,301,310.7,1391,45,123,No Failure
6810,D 5,L,300.9,310.8,1490,38.1,125,No Failure
6811,D 5,L,301,310.7,1727,34.5,127,No Failure
6812,D 5,L,300.9,310.6,1504,46.4,129,No Failure
6813,D 5,L,300.9,310.6,1350,53.8,131,No Failure
6814,YH 128,M,300.9,310.7,1420,43,133,No Failure
6815,SM 2,H,300.8,310.6,1465,44.1,136,No Failure
6816,D 5,L,300.9,310.7,1427,44.1,141,No Failure
6817,D 5,L,300.9,310.7,1477,43.2,143,No Failure
6818,YH 128,M,301,310.7,1493,48.1,145,No Failure
6819,YH 128,M,301,310.7,1657,29.9,148,No Failure
6820,D 5,L,300.9,310.7,1359,46,151,No Failure
6821,D 5,L,300.8,310.6,1551,34.5,153,No Failure
6822,YH 128,M,300.8,310.6,1545,37.5,155,No Failure
6823,YH 128,M,300.9,310.6,1709,29.2,158,No Failure
6824,YH 128,M,300.9,310.7,1268,56.3,161,No Failure
6825,D 5,L,300.9,310.7,1740,25.3,164,No Failure
6826,D 5,L,301,310.9,1828,25.1,166,No Failure
6827,D 5,L,301,310.9,1822,21.6,168,No Failure
6828,YH 128,M,301,310.9,1515,41.8,170,No Failure
6829,D 5,L,301,310.9,1392,52.9,173,No Failure
6830,SM 2,H,300.9,310.9,1474,35.7,175,No Failure
6831,YH 128,M,301,310.9,1359,53.4,180,No Failure
6832,D 5,L,301.1,311,1565,52.3,183,No Failure
6833,YH 128,M,301.1,311.1,1384,42.5,185,No Failure
6834,D 5,L,301.1,311.1,1387,53.1,188,No Failure
6835,D 5,L,301.1,311,1378,51.1,190,No Failure
6836,D 5,L,301,310.9,1809,25.7,192,No Failure
6837,SM 2,H,301.1,311,1339,52.8,194,No Failure
6838,YH 128,M,301,311,1423,38.6,199,No Failure
6839,D 5,L,301.1,311.1,1570,41.6,202,No Failure
6840,D 5,L,301.2,311.2,1558,34.1,204,No Failure
6841,D 5,L,301.1,311.1,1799,21.7,206,No Failure
6842,YH 128,M,301.1,311.2,1591,35,208,No Failure
6843,D 5,L,301.2,311.2,1635,29.6,211,No Failure
6844,D 5,L,301.3,311.3,1509,42.5,213,No Failure
6845,YH 128,M,301.3,311.4,1838,23.2,215,No Failure
6846,YH 128,M,301.3,311.5,1648,32.4,0,No Failure
6847,YH 128,M,301.2,311.5,1498,49.5,3,No Failure
6848,D 5,L,301.2,311.4,1757,28,6,No Failure
6849,YH 128,M,301.1,311.3,1389,53.3,8,No Failure
6850,D 5,L,301.1,311.3,1498,37.6,11,No Failure
6851,YH 128,M,301,311.2,1521,35.8,13,No Failure
6852,YH 128,M,301,311.2,1394,41.3,16,No Failure
6853,SM 2,H,301,311.2,1602,32.7,19,No Failure
6854,D 5,L,300.9,311.1,1417,40.7,24,No Failure
6855,D 5,L,301,311.2,1511,42.9,26,No Failure
6856,YH 128,M,301.1,311.3,1654,30.7,28,No Failure
6857,YH 128,M,301.1,311.3,1836,22.8,31,No Failure
6858,D 5,L,301.1,311.3,1622,35.6,34,No Failure
6859,D 5,L,301,311.2,1467,45.4,36,No Failure
6860,YH 128,M,301.1,311.3,1909,22.7,38,No Failure
6861,D 5,L,301.1,311.2,1910,20.2,41,No Failure
6862,SM 2,H,301.1,311.3,2207,16.6,43,No Failure
6863,YH 128,M,301.1,311.2,1384,49.4,48,No Failure
6864,D 5,L,301.1,311.3,1630,29.5,51,No Failure
6865,D 5,L,301.1,311.3,1268,60,53,No Failure
6866,D 5,L,301.1,311.4,1531,38.7,55,No Failure
6867,YH 128,M,301,311.3,1454,41.5,57,No Failure
6868,D 5,L,301,311.3,1342,50.9,60,No Failure
6869,D 5,L,301,311.2,1363,46.3,62,No Failure
6870,D 5,L,301,311.2,1412,42.1,64,No Failure
6871,SM 2,H,301,311.3,1597,39.2,66,No Failure
6872,D 5,L,301,311.3,1349,47,71,No Failure
6873,D 5,L,301,311.3,1472,35.3,73,No Failure
6874,D 5,L,301,311.4,1478,39.5,75,No Failure
6875,SM 2,H,300.9,311.3,1295,58.9,77,No Failure
6876,YH 268,M,300.8,311.2,1592,32.9,82,No Failure
6877,D 5,L,300.8,311.2,1430,54.4,85,No Failure
6878,YH 268,M,300.8,311.2,1488,40.1,87,No Failure
6879,SM 2,H,300.9,311.2,1518,35,90,No Failure
6880,SM 2,H,300.8,311.2,2237,17,95,No Failure
6881,YH 268,M,300.9,311.3,1801,24.6,100,No Failure
6882,D 5,L,301,311.4,1573,37.6,103,No Failure
6883,D 5,L,300.9,311.4,2073,21.4,105,No Failure
6884,D 5,L,300.9,311.3,1953,19.4,107,No Failure
6885,D 5,L,300.8,311.2,1492,39,109,No Failure
6886,D 5,L,300.8,311.2,1397,48.7,111,No Failure
6887,YH 268,M,300.8,311.3,1465,43.2,113,No Failure
6888,D 5,L,300.8,311.3,1782,26.9,116,No Failure
6889,YH 268,M,300.9,311.4,1434,45.4,118,No Failure
6890,SM 2,H,300.9,311.4,1387,42.7,121,No Failure
6891,YH 268,M,300.9,311.4,1532,41.5,126,No Failure
6892,D 5,L,300.9,311.5,1505,41.1,129,No Failure
6893,D 5,L,301,311.6,1440,43.3,131,No Failure
6894,D 5,L,301,311.6,1470,43.4,133,No Failure
6895,D 5,L,301.1,311.7,1408,46.3,135,No Failure
6896,YH 268,M,301,311.6,1357,45.6,137,No Failure
6897,YH 268,M,301,311.6,1454,40,140,No Failure
6898,D 5,L,301,311.6,1352,63.5,143,No Failure
6899,YH 268,M,301,311.6,1448,43.9,145,No Failure
6900,D 5,L,300.9,311.6,1671,33.5,148,No Failure
6901,D 5,L,301,311.7,1670,31.3,150,No Failure
6902,D 5,L,301,311.7,1547,34.5,152,No Failure
6903,D 5,L,301,311.6,1461,40.6,154,No Failure
6904,YH 268,M,301,311.6,1609,35.8,156,No Failure
6905,YH 268,M,300.9,311.5,1704,31.3,159,No Failure
6906,YH 268,M,301,311.5,1550,34.9,162,No Failure
6907,YH 268,M,301,311.5,1530,43.9,165,No Failure
6908,D 5,L,300.9,311.3,1449,40.2,168,No Failure
6909,D 5,L,300.9,311.3,1613,32.7,170,No Failure
6910,D 5,L,300.8,311.2,1376,48.1,172,No Failure
6911,D 5,L,300.8,311.2,1434,45.6,174,No Failure
6912,D 5,L,300.8,311.1,1480,41.1,176,No Failure
6913,YH 268,M,300.8,311.2,1634,31.9,178,No Failure
6915,SM 2,H,300.9,311.3,1668,28.9,183,No Failure
6916,D 5,L,301,311.4,1484,36.2,188,No Failure
6917,YH 268,M,300.9,311.3,1603,31.8,190,No Failure
6918,D 5,L,301,311.4,1481,37.5,193,No Failure
6919,D 5,L,301,311.5,1559,31.8,195,No Failure
6920,D 5,L,301,311.5,1444,39.8,197,No Failure
6921,YH 268,M,301.2,311.6,1423,48,199,No Failure
6922,D 5,L,301.1,311.6,1432,48.1,202,No Failure
6923,D 5,L,301.2,311.7,1463,48.3,204,No Failure
6924,D 5,L,301.2,311.7,1433,49.3,206,No Failure
6925,D 5,L,301.2,311.6,1461,52.9,208,Overstrain Failure
6926,YH 268,M,301.1,311.6,1266,55.5,210,No Failure
6927,SM 2,H,301.1,311.6,1417,53.4,0,No Failure
6928,D 5,L,301.1,311.6,1488,43.4,5,No Failure
6929,D 5,L,301.1,311.7,1816,24.5,7,No Failure
6930,YH 268,M,301,311.6,1301,55,9,No Failure
6931,YH 268,M,300.9,311.5,1836,21.8,12,No Failure
6932,YH 268,M,300.8,311.4,1521,39.9,15,No Failure
6933,D 5,L,300.8,311.4,1322,67.2,18,Power Failure
6934,D 5,L,300.8,311.4,1492,40.6,20,No Failure
6935,D 5,L,300.8,311.4,1536,40.9,22,No Failure
6936,D 5,L,300.7,311.2,1878,24.3,24,No Failure
6937,D 5,L,300.6,311.1,1471,40.7,26,No Failure
6938,SM 2,H,300.6,311.1,1452,40.2,28,No Failure
